entity,code,year,emissions_total_per_capita
United Kingdom,GBR,1821,2.0387487
United Kingdom,GBR,1822,2.0682518
United Kingdom,GBR,1823,2.1145442
United Kingdom,GBR,1824,2.1529691
United Kingdom,GBR,1825,2.1886015
United Kingdom,GBR,1826,2.1842163
United Kingdom,GBR,1827,2.2401965
United Kingdom,GBR,1828,2.2364638
United Kingdom,GBR,1829,2.234891
United Kingdom,GBR,1830,2.8095102
United Kingdom,GBR,1831,2.6452432
United Kingdom,GBR,1832,2.5387402
United Kingdom,GBR,1833,2.4873807
United Kingdom,GBR,1834,2.6161683
United Kingdom,GBR,1835,2.8411562
United Kingdom,GBR,1836,3.0594063
United Kingdom,GBR,1837,2.9013233
United Kingdom,GBR,1838,2.8080924
United Kingdom,GBR,1839,2.8675888
United Kingdom,GBR,1840,3.0363529
United Kingdom,GBR,1841,3.0412488
United Kingdom,GBR,1842,3.1750915
United Kingdom,GBR,1843,3.2955952
United Kingdom,GBR,1844,3.490339
United Kingdom,GBR,1845,3.7006795
United Kingdom,GBR,1846,3.5360403
United Kingdom,GBR,1847,3.7643142
United Kingdom,GBR,1848,4.0223227
United Kingdom,GBR,1849,4.3204474
United Kingdom,GBR,1850,4.489172
United Kingdom,GBR,1851,4.252994
United Kingdom,GBR,1852,4.2159934
United Kingdom,GBR,1853,4.167399
United Kingdom,GBR,1854,4.9915624
United Kingdom,GBR,1855,4.6457763
United Kingdom,GBR,1856,4.969304
United Kingdom,GBR,1857,4.8508296
United Kingdom,GBR,1858,4.7254786
United Kingdom,GBR,1859,5.21251
United Kingdom,GBR,1860,5.8072352
United Kingdom,GBR,1861,6.007872
United Kingdom,GBR,1862,5.7708826
United Kingdom,GBR,1863,6.086277
United Kingdom,GBR,1864,6.4942226
United Kingdom,GBR,1865,6.8250237
United Kingdom,GBR,1866,6.974182
United Kingdom,GBR,1867,7.1007743
United Kingdom,GBR,1868,6.907395
United Kingdom,GBR,1869,7.185026
United Kingdom,GBR,1870,7.273863
United Kingdom,GBR,1871,7.6345577
United Kingdom,GBR,1872,7.967353
United Kingdom,GBR,1873,8.189286
United Kingdom,GBR,1874,7.8809423
United Kingdom,GBR,1875,8.238478
United Kingdom,GBR,1876,8.144492
United Kingdom,GBR,1877,8.210754
United Kingdom,GBR,1878,7.9860015
United Kingdom,GBR,1879,7.9602866
United Kingdom,GBR,1880,8.59724
United Kingdom,GBR,1881,8.958958
United Kingdom,GBR,1882,8.960591
United Kingdom,GBR,1883,9.250244
United Kingdom,GBR,1884,8.935579
United Kingdom,GBR,1885,8.759362
United Kingdom,GBR,1886,8.611424
United Kingdom,GBR,1887,8.762649
United Kingdom,GBR,1888,9.038788
United Kingdom,GBR,1889,9.284015
United Kingdom,GBR,1890,9.419005
United Kingdom,GBR,1891,9.533845
United Kingdom,GBR,1892,9.25243
United Kingdom,GBR,1893,8.21112
United Kingdom,GBR,1894,9.315627
United Kingdom,GBR,1895,9.317141
United Kingdom,GBR,1896,9.494172
United Kingdom,GBR,1897,9.656031
United Kingdom,GBR,1898,9.589032
United Kingdom,GBR,1899,10.180933
United Kingdom,GBR,1900,10.215249
United Kingdom,GBR,1901,9.90617
United Kingdom,GBR,1902,10.200084
United Kingdom,GBR,1903,10.190824
United Kingdom,GBR,1904,10.149534
United Kingdom,GBR,1905,10.193703
United Kingdom,GBR,1906,10.467203
United Kingdom,GBR,1907,10.839091
United Kingdom,GBR,1908,10.481716
United Kingdom,GBR,1909,10.493224
United Kingdom,GBR,1910,10.50297
United Kingdom,GBR,1911,10.698935
United Kingdom,GBR,1912,10.082025
United Kingdom,GBR,1913,10.975125
United Kingdom,GBR,1914,10.597855
United Kingdom,GBR,1915,10.691779
United Kingdom,GBR,1916,11.030396
United Kingdom,GBR,1917,10.85709
United Kingdom,GBR,1918,10.07166
United Kingdom,GBR,1919,9.811919
United Kingdom,GBR,1920,10.318364
United Kingdom,GBR,1921,7.1308627
United Kingdom,GBR,1922,9.444493
United Kingdom,GBR,1923,10.033588
United Kingdom,GBR,1924,10.532615
United Kingdom,GBR,1925,9.965467
United Kingdom,GBR,1926,5.655135
United Kingdom,GBR,1927,10.448244
United Kingdom,GBR,1928,9.884894
United Kingdom,GBR,1929,10.408271
United Kingdom,GBR,1930,10.021771
United Kingdom,GBR,1931,9.352548
United Kingdom,GBR,1932,8.96392
United Kingdom,GBR,1933,8.869657
United Kingdom,GBR,1934,9.531863
United Kingdom,GBR,1935,9.610427
United Kingdom,GBR,1936,10.09914
United Kingdom,GBR,1937,10.368437
United Kingdom,GBR,1938,9.919003
United Kingdom,GBR,1939,9.903666
United Kingdom,GBR,1940,10.3948345
United Kingdom,GBR,1941,10.344048
United Kingdom,GBR,1942,10.161616
United Kingdom,GBR,1943,10.065381
United Kingdom,GBR,1944,10.015328
United Kingdom,GBR,1945,9.231059
United Kingdom,GBR,1946,9.4255495
United Kingdom,GBR,1947,9.810102
United Kingdom,GBR,1948,10.14036
United Kingdom,GBR,1949,10.181252
United Kingdom,GBR,1950,9.9604435
United Kingdom,GBR,1951,10.800899
United Kingdom,GBR,1952,10.444595
United Kingdom,GBR,1953,10.62748
United Kingdom,GBR,1954,10.8330145
United Kingdom,GBR,1955,11.257455
United Kingdom,GBR,1956,11.162249
United Kingdom,GBR,1957,11.039372
United Kingdom,GBR,1958,10.705431
United Kingdom,GBR,1959,10.461445
United Kingdom,GBR,1960,11.113797
United Kingdom,GBR,1961,11.129407
United Kingdom,GBR,1962,11.129884
United Kingdom,GBR,1963,11.246019
United Kingdom,GBR,1964,11.254874
United Kingdom,GBR,1965,11.444563
United Kingdom,GBR,1966,11.30431
United Kingdom,GBR,1967,10.769963
United Kingdom,GBR,1968,10.979154
United Kingdom,GBR,1969,11.331282
United Kingdom,GBR,1970,11.723682
United Kingdom,GBR,1971,11.815909
United Kingdom,GBR,1972,11.555677
United Kingdom,GBR,1973,11.738719
United Kingdom,GBR,1974,10.977184
United Kingdom,GBR,1975,10.730219
United Kingdom,GBR,1976,10.649842
United Kingdom,GBR,1977,10.758524
United Kingdom,GBR,1978,10.764969
United Kingdom,GBR,1979,11.464309
United Kingdom,GBR,1980,10.288156
United Kingdom,GBR,1981,9.955621
United Kingdom,GBR,1982,9.738896
United Kingdom,GBR,1983,9.683191
United Kingdom,GBR,1984,9.372629
United Kingdom,GBR,1985,9.886416
United Kingdom,GBR,1986,10.018491
United Kingdom,GBR,1987,10.049029
United Kingdom,GBR,1988,10.000239
United Kingdom,GBR,1989,10.170335
United Kingdom,GBR,1990,10.4927225
United Kingdom,GBR,1991,10.588317
United Kingdom,GBR,1992,10.288521
United Kingdom,GBR,1993,10.017321
United Kingdom,GBR,1994,9.896297
United Kingdom,GBR,1995,9.735405
United Kingdom,GBR,1996,10.0647545
United Kingdom,GBR,1997,9.62765
United Kingdom,GBR,1998,9.697672
United Kingdom,GBR,1999,9.545588
United Kingdom,GBR,2000,9.635275
United Kingdom,GBR,2001,9.748509
United Kingdom,GBR,2002,9.40991
United Kingdom,GBR,2003,9.555585
United Kingdom,GBR,2004,9.530167
United Kingdom,GBR,2005,9.412128
United Kingdom,GBR,2006,9.301154
United Kingdom,GBR,2007,9.09334
United Kingdom,GBR,2008,8.785364
United Kingdom,GBR,2009,7.9049363
United Kingdom,GBR,2010,8.124634
United Kingdom,GBR,2011,7.3959785
United Kingdom,GBR,2012,7.62153
United Kingdom,GBR,2013,7.4175463
United Kingdom,GBR,2014,6.764833
United Kingdom,GBR,2015,6.461413
United Kingdom,GBR,2016,6.061766
United Kingdom,GBR,2017,5.8378453
United Kingdom,GBR,2018,5.6886244
United Kingdom,GBR,2019,5.4350777
United Kingdom,GBR,2020,4.84416
United Kingdom,GBR,2021,5.059431
United Kingdom,GBR,2022,4.563232
United Kingdom,GBR,2023,4.481841
United Kingdom,GBR,2024,4.5257993
United States,USA,1800,0.042136
United States,USA,1801,0.043749023
United States,USA,1802,0.046463702
United States,USA,1803,0.04675338
United States,USA,1804,0.051547863
United States,USA,1805,0.05170035
United States,USA,1806,0.049647022
United States,USA,1807,0.055148073
United States,USA,1808,0.056223534
United States,USA,1809,0.05672419
United States,USA,1810,0.057195846
United States,USA,1811,0.05957973
United States,USA,1812,0.0625836
United States,USA,1813,0.06519789
United States,USA,1814,0.06802918
United States,USA,1815,0.070616506
United States,USA,1816,0.07547438
United States,USA,1817,0.079147205
United States,USA,1818,0.08329477
United States,USA,1819,0.0788342
United States,USA,1820,0.07940742
United States,USA,1821,0.08064995
United States,USA,1822,0.08181233
United States,USA,1823,0.08290245
United States,USA,1824,0.09074809
United States,USA,1825,0.09872902
United States,USA,1826,0.111148365
United States,USA,1827,0.11888613
United States,USA,1828,0.12727666
United States,USA,1829,0.13939415
United States,USA,1830,0.15767905
United States,USA,1831,0.16626401
United States,USA,1832,0.21589011
United States,USA,1833,0.2451494
United States,USA,1834,0.22857675
United States,USA,1835,0.28379282
United States,USA,1836,0.30255765
United States,USA,1837,0.33012334
United States,USA,1838,0.3045117
United States,USA,1839,0.3247494
United States,USA,1840,0.3359056
United States,USA,1841,0.34518078
United States,USA,1842,0.37302932
United States,USA,1843,0.40623948
United States,USA,1844,0.47249264
United States,USA,1845,0.5519618
United States,USA,1846,0.6075555
United States,USA,1847,0.6989572
United States,USA,1848,0.7553745
United States,USA,1849,0.79568434
United States,USA,1850,0.83870095
United States,USA,1851,1.0133029
United States,USA,1852,1.0699053
United States,USA,1853,1.1693825
United States,USA,1854,1.2480785
United States,USA,1855,1.394424
United States,USA,1856,1.4202958
United States,USA,1857,1.4139436
United States,USA,1858,1.3925428
United States,USA,1859,1.4731518
United States,USA,1860,1.5011375
United States,USA,1861,1.4090402
United States,USA,1862,1.4285618
United States,USA,1863,1.6126716
United States,USA,1864,1.6866376
United States,USA,1865,1.6529324
United States,USA,1866,1.6266301
United States,USA,1867,1.9555545
United States,USA,1868,2.1599026
United States,USA,1869,2.401964
United States,USA,1870,2.4715502
United States,USA,1871,2.524375
United States,USA,1872,3.0265274
United States,USA,1873,3.2694678
United States,USA,1874,3.0782638
United States,USA,1875,3.0432105
United States,USA,1876,2.912211
United States,USA,1877,3.1561265
United States,USA,1878,3.0182126
United States,USA,1879,3.5994267
United States,USA,1880,3.9895415
United States,USA,1881,4.1283484
United States,USA,1882,4.5223513
United States,USA,1883,4.7712994
United States,USA,1884,4.9176164
United States,USA,1885,4.8917246
United States,USA,1886,5.053227
United States,USA,1887,5.2871504
United States,USA,1888,6.287121
United States,USA,1889,5.5244336
United States,USA,1890,6.478781
United States,USA,1891,6.756879
United States,USA,1892,6.9861884
United States,USA,1893,6.9135346
United States,USA,1894,6.3546634
United States,USA,1895,7.0439777
United States,USA,1896,6.9301863
United States,USA,1897,7.0799294
United States,USA,1898,7.5769787
United States,USA,1899,8.534078
United States,USA,1900,8.8752165
United States,USA,1901,9.484995
United States,USA,1902,9.867036
United States,USA,1903,11.326901
United States,USA,1904,10.963299
United States,USA,1905,12.035906
United States,USA,1906,12.405631
United States,USA,1907,14.144756
United States,USA,1908,12.144965
United States,USA,1909,13.216985
United States,USA,1910,14.18195
United States,USA,1911,13.820649
United States,USA,1912,14.535418
United States,USA,1913,15.396738
United States,USA,1914,13.879315
United States,USA,1915,14.201243
United States,USA,1916,15.553448
United States,USA,1917,16.86919
United States,USA,1918,17.372637
United States,USA,1919,14.513221
United States,USA,1920,16.816145
United States,USA,1921,13.589925
United States,USA,1922,13.520765
United States,USA,1923,17.591671
United States,USA,1924,15.544684
United States,USA,1925,15.735723
United States,USA,1926,16.812035
United States,USA,1927,16.192951
United States,USA,1928,15.685378
United States,USA,1929,16.603048
United States,USA,1930,14.58597
United States,USA,1931,12.289558
United States,USA,1932,10.321664
United States,USA,1933,10.991698
United States,USA,1934,11.621933
United States,USA,1935,11.991493
United States,USA,1936,13.672
United States,USA,1937,14.204154
United States,USA,1938,11.926593
United States,USA,1939,13.037762
United States,USA,1940,14.487894
United States,USA,1941,15.615902
United States,USA,1942,16.58958
United States,USA,1943,16.911407
United States,USA,1944,17.948437
United States,USA,1945,17.084375
United States,USA,1946,16.121332
United States,USA,1947,17.508738
United States,USA,1948,17.940481
United States,USA,1949,14.822593
United States,USA,1950,16.48146
United States,USA,1951,16.734932
United States,USA,1952,16.066175
United States,USA,1953,16.212685
United States,USA,1954,15.213387
United States,USA,1955,16.417015
United States,USA,1956,16.940548
United States,USA,1957,16.535189
United States,USA,1958,15.768463
United States,USA,1959,15.986317
United States,USA,1960,16.07164
United States,USA,1961,15.733118
United States,USA,1962,16.033794
United States,USA,1963,16.47033
United States,USA,1964,16.929342
United States,USA,1965,17.37528
United States,USA,1966,18.013317
United States,USA,1967,18.462694
United States,USA,1968,18.919777
United States,USA,1969,19.654922
United States,USA,1970,20.884413
United States,USA,1971,20.74589
United States,USA,1972,21.485521
United States,USA,1973,22.2213
United States,USA,1974,21.229671
United States,USA,1975,20.145435
United States,USA,1976,20.895985
United States,USA,1977,21.273462
United States,USA,1978,21.727701
United States,USA,1979,21.569876
United States,USA,1980,20.578814
United States,USA,1981,19.567621
United States,USA,1982,18.381195
United States,USA,1983,18.340216
United States,USA,1984,18.714457
United States,USA,1985,18.599737
United States,USA,1986,18.438473
United States,USA,1987,19.06039
United States,USA,1988,19.717833
United States,USA,1989,19.78752
United States,USA,1990,20.253748
United States,USA,1991,19.793287
United States,USA,1992,19.948572
United States,USA,1993,20.102255
United States,USA,1994,20.197258
United States,USA,1995,20.230127
United States,USA,1996,20.678873
United States,USA,1997,20.745182
United States,USA,1998,20.774931
United States,USA,1999,20.805534
United States,USA,2000,21.39786
United States,USA,2001,20.766743
United States,USA,2002,20.718021
United States,USA,2003,20.718428
United States,USA,2004,20.873743
United States,USA,2005,20.71883
United States,USA,2006,20.236742
United States,USA,2007,20.28047
United States,USA,2008,19.409172
United States,USA,2009,17.81067
United States,USA,2010,18.22542
United States,USA,2011,17.634142
United States,USA,2012,16.812391
United States,USA,2013,17.09857
United States,USA,2014,17.118917
United States,USA,2015,16.461393
United States,USA,2016,15.934658
United States,USA,2017,15.639208
United States,USA,2018,16.000992
United States,USA,2019,15.500492
United States,USA,2020,13.8168955
United States,USA,2021,14.758024
United States,USA,2022,14.802047
United States,USA,2023,14.31945
United States,USA,2024,14.197287
World,OWID_WRL,1750,0.0123539
World,OWID_WRL,1760,0.013338744
World,OWID_WRL,1770,0.015818821
World,OWID_WRL,1780,0.01762452
World,OWID_WRL,1790,0.021648014
World,OWID_WRL,1800,0.033362012
World,OWID_WRL,1801,0.032424923
World,OWID_WRL,1802,0.040723216
World,OWID_WRL,1803,0.029737618
World,OWID_WRL,1804,0.031871665
World,OWID_WRL,1805,0.0312423
World,OWID_WRL,1806,0.03257867
World,OWID_WRL,1807,0.035932284
World,OWID_WRL,1808,0.03510763
World,OWID_WRL,1809,0.03580392
World,OWID_WRL,1810,0.038712256
World,OWID_WRL,1811,0.039175447
World,OWID_WRL,1812,0.039563652
World,OWID_WRL,1813,0.039684527
World,OWID_WRL,1814,0.04039906
World,OWID_WRL,1815,0.04142064
World,OWID_WRL,1816,0.042939313
World,OWID_WRL,1817,0.04618237
World,OWID_WRL,1818,0.047824178
World,OWID_WRL,1819,0.047065414
World,OWID_WRL,1820,0.046565164
World,OWID_WRL,1821,0.047476232
World,OWID_WRL,1822,0.04895967
World,OWID_WRL,1823,0.05074557
World,OWID_WRL,1824,0.05151068
World,OWID_WRL,1825,0.053968403
World,OWID_WRL,1826,0.054183245
World,OWID_WRL,1827,0.057638906
World,OWID_WRL,1828,0.058070365
World,OWID_WRL,1829,0.057378292
World,OWID_WRL,1830,0.07654942
World,OWID_WRL,1831,0.07122242
World,OWID_WRL,1832,0.06987763
World,OWID_WRL,1833,0.07053719
World,OWID_WRL,1834,0.07486173
World,OWID_WRL,1835,0.081763364
World,OWID_WRL,1836,0.08931406
World,OWID_WRL,1837,0.088315286
World,OWID_WRL,1838,0.0876033
World,OWID_WRL,1839,0.0903286
World,OWID_WRL,1840,0.09741459
World,OWID_WRL,1841,0.09970388
World,OWID_WRL,1842,0.10511472
World,OWID_WRL,1843,0.107046865
World,OWID_WRL,1844,0.11428088
World,OWID_WRL,1845,0.124253325
World,OWID_WRL,1846,0.12576827
World,OWID_WRL,1847,0.13556848
World,OWID_WRL,1848,0.13717109
World,OWID_WRL,1849,0.1455768
World,OWID_WRL,1850,0.1543173
World,OWID_WRL,1851,0.15544534
World,OWID_WRL,1852,0.16203701
World,OWID_WRL,1853,0.16934833
World,OWID_WRL,1854,0.19854853
World,OWID_WRL,1855,0.20232286
World,OWID_WRL,1856,0.21597627
World,OWID_WRL,1857,0.21790454
World,OWID_WRL,1858,0.22091475
World,OWID_WRL,1859,0.23362447
World,OWID_WRL,1860,0.25600263
World,OWID_WRL,1861,0.2683436
World,OWID_WRL,1862,0.27281454
World,OWID_WRL,1863,0.28998128
World,OWID_WRL,1864,0.311936
World,OWID_WRL,1865,0.33019522
World,OWID_WRL,1866,0.3399115
World,OWID_WRL,1867,0.36277172
World,OWID_WRL,1868,0.3718745
World,OWID_WRL,1869,0.39315882
World,OWID_WRL,1870,0.40004173
World,OWID_WRL,1871,0.42324728
World,OWID_WRL,1872,0.46637836
World,OWID_WRL,1873,0.49293151
World,OWID_WRL,1874,0.4597158
World,OWID_WRL,1875,0.4953291
World,OWID_WRL,1876,0.49953198
World,OWID_WRL,1877,0.5064879
World,OWID_WRL,1878,0.5077389
World,OWID_WRL,1879,0.5404565
World,OWID_WRL,1880,0.6067001
World,OWID_WRL,1881,0.6237522
World,OWID_WRL,1882,0.6542926
World,OWID_WRL,1883,0.69086266
World,OWID_WRL,1884,0.69398415
World,OWID_WRL,1885,0.6941258
World,OWID_WRL,1886,0.69947755
World,OWID_WRL,1887,0.72873724
World,OWID_WRL,1888,0.80136704
World,OWID_WRL,1889,0.79603326
World,OWID_WRL,1890,0.85953236
World,OWID_WRL,1891,0.8943293
World,OWID_WRL,1892,0.8954565
World,OWID_WRL,1893,0.87847525
World,OWID_WRL,1894,0.9041504
World,OWID_WRL,1895,0.9514663
World,OWID_WRL,1896,0.9764686
World,OWID_WRL,1897,1.0157815
World,OWID_WRL,1898,1.0642244
World,OWID_WRL,1899,1.1542271
World,OWID_WRL,1900,1.2062408
World,OWID_WRL,1901,1.2352241
World,OWID_WRL,1902,1.2563615
World,OWID_WRL,1903,1.3584309
World,OWID_WRL,1904,1.3623104
World,OWID_WRL,1905,1.4395016
World,OWID_WRL,1906,1.4907287
World,OWID_WRL,1907,1.6844598
World,OWID_WRL,1908,1.6041903
World,OWID_WRL,1909,1.6576742
World,OWID_WRL,1910,1.7258357
World,OWID_WRL,1911,1.7395915
World,OWID_WRL,1912,1.8148844
World,OWID_WRL,1913,1.953036
World,OWID_WRL,1914,1.7600181
World,OWID_WRL,1915,1.7210791
World,OWID_WRL,1916,1.8465517
World,OWID_WRL,1917,1.9185146
World,OWID_WRL,1918,1.8781468
World,OWID_WRL,1919,1.6170758
World,OWID_WRL,1920,1.8712187
World,OWID_WRL,1921,1.6301049
World,OWID_WRL,1922,1.6940141
World,OWID_WRL,1923,1.9046209
World,OWID_WRL,1924,1.8945516
World,OWID_WRL,1925,1.8901367
World,OWID_WRL,1926,1.8416375
World,OWID_WRL,1927,1.9916863
World,OWID_WRL,1928,1.9655659
World,OWID_WRL,1929,2.0896432
World,OWID_WRL,1930,1.910474
World,OWID_WRL,1931,1.6917068
World,OWID_WRL,1932,1.5107735
World,OWID_WRL,1933,1.575086
World,OWID_WRL,1934,1.6951171
World,OWID_WRL,1935,1.7602078
World,OWID_WRL,1936,1.9111634
World,OWID_WRL,1937,2.0212395
World,OWID_WRL,1938,1.8813955
World,OWID_WRL,1939,1.9686357
World,OWID_WRL,1940,2.1311977
World,OWID_WRL,1941,2.1621437
World,OWID_WRL,1942,2.1373806
World,OWID_WRL,1943,2.1605964
World,OWID_WRL,1944,2.1810997
World,OWID_WRL,1945,1.798701
World,OWID_WRL,1946,1.9183873
World,OWID_WRL,1947,2.1332428
World,OWID_WRL,1948,2.2310042
World,OWID_WRL,1949,2.1086688
World,OWID_WRL,1950,2.3787344
World,OWID_WRL,1951,2.5155044
World,OWID_WRL,1952,2.502896
World,OWID_WRL,1953,2.52497
World,OWID_WRL,1954,2.5279224
World,OWID_WRL,1955,2.7166138
World,OWID_WRL,1956,2.8354607
World,OWID_WRL,1957,2.869636
World,OWID_WRL,1958,2.8913758
World,OWID_WRL,1959,2.9855902
World,OWID_WRL,1960,3.1129305
World,OWID_WRL,1961,3.0719054
World,OWID_WRL,1962,3.1207407
World,OWID_WRL,1963,3.2155952
World,OWID_WRL,1964,3.3158252
World,OWID_WRL,1965,3.3919592
World,OWID_WRL,1966,3.4848654
World,OWID_WRL,1967,3.5231547
World,OWID_WRL,1968,3.6402233
World,OWID_WRL,1969,3.8021357
World,OWID_WRL,1970,4.0325885
World,OWID_WRL,1971,4.1125965
World,OWID_WRL,1972,4.219747
World,OWID_WRL,1973,4.3555555
World,OWID_WRL,1974,4.253289
World,OWID_WRL,1975,4.173319
World,OWID_WRL,1976,4.3101907
World,OWID_WRL,1977,4.3524494
World,OWID_WRL,1978,4.4325047
World,OWID_WRL,1979,4.4657006
World,OWID_WRL,1980,4.364099
World,OWID_WRL,1981,4.168842
World,OWID_WRL,1982,4.060496
World,OWID_WRL,1983,4.0239425
World,OWID_WRL,1984,4.068702
World,OWID_WRL,1985,4.1374197
World,OWID_WRL,1986,4.122175
World,OWID_WRL,1987,4.1796536
World,OWID_WRL,1988,4.262697
World,OWID_WRL,1989,4.241189
World,OWID_WRL,1990,4.266701
World,OWID_WRL,1991,4.282473
World,OWID_WRL,1992,4.090168
World,OWID_WRL,1993,4.06862
World,OWID_WRL,1994,4.047994
World,OWID_WRL,1995,4.0835447
World,OWID_WRL,1996,4.1481075
World,OWID_WRL,1997,4.1149697
World,OWID_WRL,1998,4.044522
World,OWID_WRL,1999,4.0791173
World,OWID_WRL,2000,4.133621
World,OWID_WRL,2001,4.1076345
World,OWID_WRL,2002,4.1442804
World,OWID_WRL,2003,4.30703
World,OWID_WRL,2004,4.3992558
World,OWID_WRL,2005,4.493561
World,OWID_WRL,2006,4.585831
World,OWID_WRL,2007,4.661509
World,OWID_WRL,2008,4.682571
World,OWID_WRL,2009,4.545518
World,OWID_WRL,2010,4.744936
World,OWID_WRL,2011,4.848876
World,OWID_WRL,2012,4.854014
World,OWID_WRL,2013,4.837743
World,OWID_WRL,2014,4.8045974
World,OWID_WRL,2015,4.7391157
World,OWID_WRL,2016,4.6824865
World,OWID_WRL,2017,4.705259
World,OWID_WRL,2018,4.752195
World,OWID_WRL,2019,4.7478137
World,OWID_WRL,2020,4.4577436
World,OWID_WRL,2021,4.634748
World,OWID_WRL,2022,4.6784525
World,OWID_WRL,2023,4.707772
World,OWID_WRL,2024,4.729075
